index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
1208;3469;2787628;-23.7714529037469;-46.696679592131204;AMA UBS INTEGRADA JARDIM MIRNA;RUA DR JUVENAL HUDSON FERREIRA;13;JARDIM MIRNA;(11)55265175;4856140.0;SP;São Paulo;2016;5
1438;3889;2787679;-23.5742709;-46.68860720000001;AMA UBS INTEGRADA JARDIM PAULISTANO;RUA ENCRUZILHADA DO SUL;496;JAD PAULISTANO;(11)39715342;2816010.0;SP;São Paulo;2016;5
1444;3865;2027054;-23.5626161098473;-46.492574214933995;UBS J MARILIA;RUA ELZA DOS ANJOS NEVES;22;JD MARILIA;(11)27439526;3585100.0;SP;São Paulo;2016;5
1489;3891;2788047;-23.494329999999998;-46.62027;AMA UBS INTEGRADA LAUZANE PAULISTA;RUA VALORBE;80;LAUZANE PAULISTA;11 22318619/22585818;2442140.0;SP;São Paulo;2016;5
1508;3866;2752166;-23.5539364814751;-46.58010005950789;AMA UBS INTEGRADA AGUA RASA;RUA SERRA DE JAIRE;1480;AGUA RASA;(11)66052156;3175001.0;SP;São Paulo;2016;5
1525;3961;2787709;-23.714734947993602;-46.687110811471904;UBS J REPUBLICA;AVN GONCALO DE PAIVA GOMES;285;JARDIM REPUBLICA;(11)56635000;4812090.0;SP;São Paulo;2016;5
1533;3890;2787474;-23.743911981582;-46.705369949339506;AMA UBS INTEGRADA JARDIM ICARAI QUINTANA;RUA SAO ROQUE DO PARAGUACU;190;VILA QUINTANA;(11)59280872;4837150.0;SP;São Paulo;2016;5
1630;3887;2787636;-23.64241;-46.76743;UBS JARDIM MITSUTANI;RUA FREI XISTO TEUBER;50;JARDIM MITSUTANI;(11) 58429292;5791080.0;SP;São Paulo;2016;5
1637;3868;2788756;-23.538439999999998;-46.70368;AMA UBS INTEGRADA VILA BARBOSA;AVENIDA MANDAQUI;197;LIMAO;39661302 / 39516457;2550000.0;SP;São Paulo;2016;5
1659;3999;2042959;-23.5967230796807;-46.5924167633043;UBS JOAQUIM ROSSINI;RUA ALVARO FRAGOSO;480;VILA CARIOCA;(11)22734602;4223000.0;SP;São Paulo;2016;5
2255;4709;2787555;-23.4605956077569;-46.673505306242504;AMA UBS INTEGRADA JARDIM LADEIRA ROSA;RUA JOSE DA COSTA GAVIAO;150;BRASILANDIA;(11)39826380;2872000.0;SP;São Paulo;2016;5
2604;5309;2788535;-23.5997700691216;-46.4823603630052;UBS SAO MATEUS I;RUA ANGELO DE CANDIA;1058;SAO MATEUS;(11)20172706;3958000.0;SP;São Paulo;2016;5
3528;6971;2787334;-23.512909412383397;-46.462318897246;UBS J DAS CAMELIAS;RUA TREVO DE SANTA MARIA;79;SAO MIGUEL PAULISTA;(11)2051-8788;8050570.0;SP;São Paulo;2016;5
3577;7015;2789221;-23.530170000000002;-46.502179999999996;UBS VILA RENATO;RUA BERNARDINO FERRAZ;54;VILA RENATO;(11) 2703-0947;3978210.0;SP;São Paulo;2016;5
3585;6948;2789086;-23.633512258529;-46.6123080253588;AMA UBS INTEGRADA V MORAES JOAO PAULO BOTELHO VIEIRA;RUA GIOVANNI DI BALDUCCIO;250;VILA MORAES;(11)50580891;4170000.0;SP;São Paulo;2016;5
4677;8694;2042991;-23.6520302295678;-46.638271808622896;AMA UBS INTEGRADA DR GERALDO DA SILVA FERREIRA;AV ENG ARMANDO DE ARRUDA PERREIRA;2944;VILA DO ENCONTRO;(11) 55882366;4308001.0;SP;São Paulo;2016;5
5420;9368;2091739;-23.431252241134;-46.7874240875231;UBS MORADA DO SOL;RUA ASSIS BRASIL;31;SOL NASCENTE;1139414364;5281120.0;SP;São Paulo;2016;5
5488;9274;2789256;-23.598042726516;-46.734745502470595;AMA UBS INTEGRADA VILA SONIA;RUA ABRAO CALIL REZEK;091;VILA SONIA;(11) 37429844;5625050.0;SP;São Paulo;2016;5
5719;9876;2752247;-23.5022482603141;-46.49395018815989;AMA UBS INTEGRADA HUMBERTO CERRUTI;AVN OLAVO EGIDIO DE SOUZA ARANHA;704;VILA CISPER;(11)29439991;3822000.0;SP;São Paulo;2016;5
6357;11000;2068044;-23.462301492690397;-46.629559993742504;UBS HORTO FLORESTAL;RUA LUIS CARLOS GENTILE DE LAET;603;HORTO FLORESTAL;(11)2994-5688;2377000.0;SP;São Paulo;2016;5
7014;11619;2752239;-23.548000000000002;-46.636;AMA UBS INTEGRADA J INDEPENDENCIA HERMENEGILDO MORBIM JUNIOR;RUA PLANALTO DE CONQUISTA;80;JD INDEPENDENCIA;(11) 2211-2772;3223170.0;SP;São Paulo;2016;5
7286;12229;2752220;-23.5004532337182;-46.5168642997728;UBS ENG GOULART JOSE PIRES;RUA AUGUSTO CORREA LEITE;538;ENGENHEIRO GOULART;(11)26217402;3726100.0;SP;São Paulo;2016;5
7692;12730;2027070;-23.5452172109652;-46.4858834445477;AMA UBS INTEGRADA PADRE MANOEL DA NOBREGA;AV PEDRO FRANCISCO DE TOLEDO;545;ARTUR ALVIM;(11)27417296;3590120.0;SP;São Paulo;2016;5
7857;13179;2026988;-23.548000000000002;-46.636;AMA UBS INTEGRADA VILA CALIFORNIA ZEILIVAL BRUSCAGIN;PRACA CONDE DE JANUARIO;91;VILA CALIFORNIA;(11) 2917-1117;3215080.0;SP;São Paulo;2016;5
7864;13113;2787210;-23.67875;-46.6467;UBS JD BOA VISTA;RUA CANDIDO FONTOURA;0620;JARDIM BOA VISTA;(11)37828380;5583070.0;SP;São Paulo;2016;5
8118;13252;2787148;-23.473979999999997;-46.667229999999996;UBS DR ILZA WELTMAN HUTZLER;RUA CEL WALFRIDO DE CARVALHO;S/N;VNC;39813127;2472190.0;SP;São Paulo;2016;5
8180;13344;2788691;-23.5734200477593;-46.5159201621996;AMA UBS INTEGRADA V ANTONIETA;RUA CORONEL JOAO OLIVEIRA MELO;440;VILA ANTONIETA;(11)67249034;3474020.0;SP;São Paulo;2016;5
8311;13260;2789019;-23.567386499999998;-46.57038318211271;UBS V JAGUARA;RUA PAUVA;0721;VILA JAGUARA;(11)36251775;5116001.0;SP;São Paulo;2016;5
8451;13862;2787784;-23.58313;-46.75183;AMA UBS INTEGRADA JARDIM SAO JORGE DR PAULO EDUARDO ELIAS;AV ANGELO APARECIDO DOS SANTOS DIAS;0331;JARDIM SAO JORGE;11 3781 3817;5568090.0;SP;São Paulo;2016;5
9206;15149;2788322;-23.64241;-46.76743;AMA UBS INTEGRADA PQ FERNANDA;RUA ERNESTO SOARES FILHO;301;PARQUE FERNANDA;(11)58211632;5888070.0;SP;São Paulo;2016;5
9297;15095;2788217;-23.492539999999998;-46.69125;AMA UBS INTEGRADA PAULO VI;AV VATICANO;69;JD JOAO XXIII;11 3782-0838;5569120.0;SP;São Paulo;2016;5
9559;15597;2752328;-23.537714481353103;-46.492102146147296;UBS PQ ARTHUR ALVIM;RUA HENRIQUE JACOB;269;ARTHUR ALVIM;(11)27494235;3566010.0;SP;São Paulo;2016;5
10232;16159;2788012;-23.465005159377398;-46.605033874510404;UBS CONJUNTO DO IPESP;AVN VIRGILIA RODRIGUES A C PINTO;555;JD LEONOR M BARROS;(11)2203-0111;2346000.0;SP;São Paulo;2016;5
10613;16742;4049799;-23.5701370239251;-46.5344810485826;UBS COMENDADOR JOSE GONZALEZ;RUA NOSSA SENHORA DAS DORES;350;VILA FORMOSA;(11)29100235;3367040.0;SP;São Paulo;2016;5
10652;16741;2787253;-23.742409944533602;-46.68687343597279;AMA UBS INTEGRADA JARDIM CASTRO ALVES DRA MARIA CRISTINA F;AVENIDA JOAO PAULO BARRETO;131;JD CASTRO ALVES;(11)59712157;4842150.0;SP;São Paulo;2016;5
11380;17805;2788233;-23.4329500135122;-46.7870432138443;AMA UBS INTEGRADA PARQUE ANHANGUERA;RUA PIERRE RENOIR;100;ANHANGUERA;(11)39166160;5269000.0;SP;São Paulo;2016;5
11814;18346;2787326;-23.5759843085706;-46.7754989862442;UBS JD D ABRIL;RUA PAULO MARANHAO;0444;JARDIM DABRIL;(11)37824742;5398130.0;SP;São Paulo;2016;5
11829;18562;2787938;-23.5381972789758;-46.6890621185289;UBS J VERA CRUZ PERDIZES;R SARAMENHA;60;PERDIZES;(11)36738552;1259030.0;SP;São Paulo;2016;5
16619;28042;5731143;-23.6731603357938;-46.649333238601706;AMA UBS INTEGRADA V IMPERIO;RUA CATARINA GABRIELLI;236;AMERICANOPOLIS;(11) 5621-3891;4408090.0;SP;São Paulo;2016;5
16624;28123;2030969;-23.6648297309869;-46.644151210783605;AMA UBS INTEGRADA AMERICANOPOLIS;RUA CIDADE DE SANTOS;46;AMERICANOPOLIS;(11)55621476;4336050.0;SP;São Paulo;2016;5
16626;28085;2787091;-23.718410000000002;-46.67242;UBS JARDIM DOS EUCALIPTOS HELIO MOREIRA SALLES;RUA POEMA DAS AMERICAS;12;JD DOS EUCALIPTOS;(11) 2701-7933;3924240.0;SP;São Paulo;2016;5
16632;28130;2042932;-23.5918092727654;-46.5165209770189;AMA UBS INTEGRADA JARDIM GRIMALDI;RUA PEDRO DE CASTRO VELHO;523;VILA BANCARIA;(11) 2216-8076;3921000.0;SP;São Paulo;2016;5
16636;28067;2789094;-23.5339500394843;-46.4427441358566;UBS V NOSSA SENHORA APARECIDA;RUA PAULINO SERQUEIRA;01;ITAQUERA;(11)20797871;8215160.0;SP;São Paulo;2016;5
16637;28110;4050401;-23.567386499999998;-46.57038318211271;UBS REUNIDAS I;RUA SAO JOSE DAS ESPINHARAS;400;VILA INDUSTRIAL;(11) 2702-5904;3249030.0;SP;São Paulo;2016;5
16638;28131;2786966;-23.74786;-46.78478;AMA UBS INTEGRADA CUPECE DR WALDOMIRO PREGNOLATTO;AV SANTA CATARINA;1523;VILA SANTA CATARINA;(11)55643079;4378300.0;SP;São Paulo;2016;5
16653;28088;4049896;-23.567386499999998;-46.57038318211271;UBS ALCINA PIMENTEL PIZA;ESTRADA ITAQUAQUECETUBA;8855;ILHA DO BORORE;(11)59742289;4846010.0;SP;São Paulo;2016;5
16659;28060;2026961;-23.5896742343896;-46.5348029136644;UBS VILA HELOISA;RUA AYRES QUARESMA;11;VILA HELOISA;(11) 2302-2347;3286095.0;SP;São Paulo;2016;5
16671;28109;2788314;-23.596239999999998;-46.74308;UBS PQ ENGENHO II;AVENIDA DON RODRIGO SANCHES;700;PARQUE DO ENGENHO;(11)58212274;5892360.0;SP;São Paulo;2016;5
16676;28070;4050142;-23.540804386138202;-46.4393377304064;AMA UBS INTEGRADA JOSE BONIFACIO III DRA LUCY MAYUMI UDAKIRI;RUA SILVIO BARBINI;40;JOSE BONIFACIO;(11)29446086;8250650.0;SP;São Paulo;2016;5
16680;28132;2047004;-23.567386499999998;-46.57038318211271;UBS AURELIO MELLONE JD S SAVERIO;RUA ATILIO SELVA;10;JARDIM CELESTE;(11)2331-2131;4195060.0;SP;São Paulo;2016;5
16683;28082;2788284;-23.6492729187005;-46.610269546507396;AMA UBS INTEGRADA PQ BRISTOL;RUA FRANCOIS BUNEL;194;PARQUE BRISTOL;(11)23313089;4193310.0;SP;São Paulo;2016;5
16685;28089;2789116;-23.556829999999998;-46.73189;AMA UBS INTEGRADA VILA NOVA JAGUARE;RUA SATALIEL DE CAMPOS;222;JAGUARE;(11)37681527;5333010.0;SP;São Paulo;2016;5
16694;28050;4050037;-23.548000000000002;-46.636;UBS JARDIM COLORADO DR JOSE PIRES;JOSE DE ARAUJO VIEIRA R;61;JD RODOLFO PIRANI;(11)2751-6474;8310240.0;SP;São Paulo;2016;5
16695;28071;2788179;-23.5272860527032;-46.4358615875231;AMA UBS INTEGRADA PARADA XV DE NOVEMBRO;RUA IBIAJARA;804;XV DE NOVEMBRO;(11)22860017;8246101.0;SP;São Paulo;2016;5
16696;28064;2788594;-23.4867739677422;-46.65543794631821;AMA UBS INTEGRADA MASSAGISTA MARIO AMERICO;RUA OSCAR DE MOURA LACERDA;231;SITIO DO MANDAQUI;22391561 / 22392222;2541070.0;SP;São Paulo;2016;5
16702;28101;2788888;-23.523359298705397;-46.5262198448168;UBS V ESPERANCA EMILIO SANTIAGO DE OLIVEIRA;RUA COREMU;163;VILA ESPERANCA;(11)29587502;3647030.0;SP;São Paulo;2016;5
16708;28127;2787857;-23.5932040214532;-46.511178016661205;UBS JARDIM SINHA;RUA JIM CLARK;10;JARDIM SINHA;(11) 2722-6823;3923165.0;SP;São Paulo;2016;5
16715;28102;2787563;-23.567386499999998;-46.57038318211271;UBS J LIDIA;RUA GUTEMBERG JOSE FERREIRA;500;JARDIM LIDIA;(11)55114428;5860070.0;SP;São Paulo;2016;5
16716;28073;4049926;-23.5524022579186;-46.487360000608994;UBS PADRE JOSE DE ANCHIETA;RUA SILVIO TORRES;313;ARTHUR ALVIM;(11)27421367;3589010.0;SP;São Paulo;2016;5
16718;28129;2787830;-23.6206376552575;-46.5887475013719;UBS J SECKLER;RUA CARLOS MAURO;114;SAO JOAO CLIMACO;(11) 29468532;4240150.0;SP;São Paulo;2016;5
16722;28046;2787776;-23.497168300000002;-46.5301028;UBS J SAO FRANCISCO;RUA JURITI PIRANGA;195;CANGAIBA;(11)29572808;3718020.0;SP;São Paulo;2016;5
16723;28066;6048633;-23.567386499999998;-46.57038318211271;UBS BORACEA;RUA BORACEA;270;SANTA CECILIA;(11) 33921281;1135010.0;SP;São Paulo;2016;5
16738;28112;2029618;-23.51923;-46.64781;UBS BOM RETIRO OCTAVIO AUGUSTO RODOVALHO;R TENENTE PENA;08;BOM RETIRO;(11)32220619;1127020.0;SP;São Paulo;2016;5
16744;28069;2786834;-23.56195;-46.62579;UBS CAMBUCI;AV LACERDA FRANCO;791;CAMBUCI;(11)32093304;1536000.0;SP;São Paulo;2016;5
16745;28116;6377742;-23.567386499999998;-46.57038318211271;UBS VILA CAIUBA;RUA PRESIDENTE VARGAS;540;PERUS;1138952063;5207000.0;SP;São Paulo;2016;5
16774;28049;2027674;-23.47746;-46.59025;UBS V NIVI;PCA CAMPINOPOLIS;125;VILA NIVI;(11)2201-7219;2252160.0;SP;São Paulo;2016;5
16783;28041;2787040;-23.61657;-46.48545;UBS FAZENDA DA JUTA I;TRAVESSA LEV LANDAU;23;FAZENDA DA JUTA;(11) 2015-9509;3977740.0;SP;São Paulo;2016;5
16789;28094;2787113;-23.56152;-46.656009999999995;UBS HUMAITA;RUA HUMAITA;520;BELA VISTA;(11)32411632;1321010.0;SP;São Paulo;2016;5
16793;28099;2788381;-23.6327;-46.7351;UBS PARQUE REGINA;RUA MELO COUTINHO;260;PARQUE REGINA;(11) 58165562;5775230.0;SP;São Paulo;2016;5
16796;28048;2752352;-23.552760905788602;-46.5247365832329;AMA UBS INTEGRADA V CARRAO DR ADHEMAR MONTEIRO PACHECO;RUA DR JACY BARBOSA;280;VILA CARRAO;(11)27854728;3447000.0;SP;São Paulo;2016;5
16801;28117;2788195;-23.567386499999998;-46.57038318211271;AMA UBS INTEGRADA PARI;RUA DAS OLARIAS;503;CANINDE;(11)2298371;3030020.0;SP;São Paulo;2016;5
16815;28103;2787903;-23.80676;-46.68765;UBS J TRES CORACOES;RUA GEN JOSE DE OLIVEIRA RAMOS;275;JARDIM TRES CORACOES;(11)59315969;4855330.0;SP;São Paulo;2016;5
16816;28058;2787741;-23.548000000000002;-46.636;UBS JD ROSELI;SIMAO NUNES RUA;31;JARDIM ROSELI;(11)27315143;8380039.0;SP;São Paulo;2016;5
16839;28061;4050150;-23.829860687255202;-46.7269778251634;UBS PARELHEIROS;RUA JUVENAL LUZ;S/N;JARDIM NOVO PARELHEI;5921-4946/5921-6780;4890430.0;SP;São Paulo;2016;5
16841;28072;2788373;-23.4974169731133;-46.6550517082201;UBS PARQUE PERUCHE;RUA JOSE RANGEL CAMARGO;500;CV;38588303;2538010.0;SP;São Paulo;2016;5
16852;28111;2787482;-23.548000000000002;-46.636;UBS JD IV CENTENARIO;CAMPO FLORIDO RUA;482;JD IV CENTENARIO;(11)27214249;3940000.0;SP;São Paulo;2016;5
16864;28142;2045451;-23.548000000000002;-46.636;UBS VILA ALPINA DR HERMINIO MOREIRA;RUA PARAMU;398;VILA ALPINA;(11) 2912-8958;3147100.0;SP;São Paulo;2016;5
16870;28107;2787822;-23.6131489;-46.495808700000005;UBS JARDIM SAPOPEMBA;RUA JOAO LOPES DE LIMA;1151;JARDIM SAPOPEMBA;(11) 2019-6305;3976020.0;SP;São Paulo;2016;5
16871;28044;2789000;-23.5026204586022;-46.4496159553514;UBS VILA JACUI;RUA EDIPO FELICIANO;165;VILA JACUI;(11)2297-8709;8060220.0;SP;São Paulo;2016;5
16875;28124;2787490;-23.58492;-46.50128;UBS J IVA;RUA MIGUEL BASTOS SOARES;365;JARDIM IVA;(11)2710884;3910000.0;SP;São Paulo;2016;5
16900;28047;2042827;-23.530204296111396;-46.479849815367295;AMA UBS INTEGRADA JARDIM NORDESTE;RUA NICOLO TARTAGLIA;45;JARDIM COIMBRA;(11)22806211;3693050.0;SP;São Paulo;2016;5
16908;28143;2043009;-23.567386499999998;-46.57038318211271;AMA UBS INTEGRADA JARDIM ELBA HUMBERTO GASTAO BODRA;R BATISTA FERGUZIO;1016;V CARDOSO FRANCO;(11) 2704-8997;3978180.0;SP;São Paulo;2016;5
16909;28043;2787911;-23.6619007587426;-46.669642925261094;UBS JD UMUARAMA;RUA ANTONIO GIL;721;VILA FILOMENA;(11)5562-8445;4655000.0;SP;São Paulo;2016;5
16911;28051;2787245;-23.546529999999997;-46.652640000000005;AMA UBS INTEGRADA J CAPELA;RUA BARAO DE PAIVA MANSO;200;JARDIM CAPELA;(11)55170226;4960110.0;SP;São Paulo;2016;5
16912;28040;2788276;-23.5945880413049;-46.448242664335794;UBS PQ BOA ESPERANCA;AV RAGUEB CHOHFI;3826;PQ BOA ESPERANCA;(11)27316484;8341410.0;SP;São Paulo;2016;5
16931;28086;2788225;-23.548000000000002;-46.636;AMA UBS INTEGRADA PERUS;PRACA VIGARIO JOAO GONCALVES LIMA;239;PERUS;(11)39170707;5206180.0;SP;São Paulo;2016;5
16936;28065;2787407;-23.4934077846234;-46.700871884822796;UBS JARDIM GUANABARA;AV PETRONIO PORTELA;663;FREGUESIA DO O;(11)39752134;2959000.0;SP;São Paulo;2016;5
16953;28566;2786826;-23.5766923427575;-46.733887195585794;UBS BUTANTA;R CABRAL DE MENEZES;051;VILA GOMES;(11)37261838;5590050.0;SP;São Paulo;2016;5
16988;28571;4050223;-23.567386499999998;-46.57038318211271;UBS PQ DO LAGO;ESTRADA DA BARONEZA;1000;PARQUE DO LAGO;(11)55170045;4944000.0;SP;São Paulo;2016;5
17124;28477;2027631;-23.51644;-46.63681;UBS JOAQUIM ANTONIO EIRADO;AVN BRAZ LEME;2945;SANTANA;11 2975-4218;2022011.0;SP;São Paulo;2016;5
17168;28476;2787350;-23.495281934737502;-46.380200386046;AMA UBS INTEGRADA JD DAS OLIVEIRAS;RUA JOSE DA CRUZ CAMARGO;174;ITAIM PAULISTA;2572-0367;8122100.0;SP;São Paulo;2016;5
17197;28579;2788942;-23.5795462131493;-46.5287303924547;AMA UBS INTEGRADA VILA GUARANI;RUA TERESINHA;123;JD MARINGA;(11)2161869;3382180.0;SP;São Paulo;2016;5
18219;29702;2787377;-23.5303652286523;-46.421763896940796;UBS JARDIM ETELVINA;RUA MANOEL TEODORO XAVIER;138;GUAIANAZES;(11)20351756;8430570.0;SP;São Paulo;2016;5
18280;29777;2752387;-23.5488831996911;-46.5611314773546;UBS VILA SANTO ESTEVAO DR WOADY JORGE KALIL;RUA ANTONIO CAMARDO;678;VILA GOMES CARDIM;(11)2943028;3309060.0;SP;São Paulo;2016;5
20329;32097;2787881;-23.598793745040197;-46.495234966276705;AMA UBS INTEGRADA JARDIM TIETE I OSCAR PEREIRA DA SILVA;AVENIDA ENGENHO NOVO;120;JARDIM TIETE;(11)20171431;3943020.0;SP;São Paulo;2016;5
20368;32093;2788144;-23.56152;-46.656009999999995;UBS NOSSA S DO BRASIL ARMANDO DARIENZO;RUA ALM MARQUES LEAO;684;BELA VISTA;(11)32844601;1330010.0;SP;São Paulo;2016;5
20409;32096;2787873;-23.6302399635308;-46.443586349486;AMA UBS INTEGRADA JD SANTO ANDRE;MIGUEL FERREIRA DE MELO;497;JARDIM SANTO ANDRE;(11)27514339;8390000.0;SP;São Paulo;2016;5
20505;32094;2787695;-23.464404344558;-46.654794216154606;UBS JD PERI;AVENIDA PERI RONCHETTI;914;VNC;22318771;2633000.0;SP;São Paulo;2016;5
20554;32095;2787768;-23.543129999999998;-46.63765;UBS J SAO BENTO;RUA JOAO ROBALO;64;JARDIM SAO BENTO;(11)58732681;5881000.0;SP;São Paulo;2016;5
20577;32091;2787342;-23.6040937900536;-46.42996072769029;AMA UBS INTEGRADA JD DAS LARANJEIRAS;BENTO GUELFI AV;1100;JD DAS LARANJEIRAS;(11)27317252;8381001.0;SP;São Paulo;2016;5
20593;32090;2786869;-23.4823;-46.63283;UBS CASA VERDE ALTA;RUA LAVINIO SALES ARCURI;120;CV ALTA;38588592;2564000.0;SP;São Paulo;2016;5
20649;32098;2788853;-23.548579999999998;-46.63658;UBS VILA ESPANHOLA;AVENIDA JOAO DOS SANTOS ABREU;650;VNC;2263-1569;2566010.0;SP;São Paulo;2016;5
20735;32498;2788837;-23.4676;-46.6612;UBS VILA DIONISIA;RUA CHEN FERRAZ FALCAO;50;VNC;3984-9329;2670040.0;SP;São Paulo;2016;5
20902;32494;2788357;-23.51705;-46.56763;UBS PARQUE NOVO MUNDO II;R SOLDADO ANTONIO MATIAS DE CAMARGO;87;PARQUE NOVO MUNDO;(11)29544580;2188050.0;SP;São Paulo;2016;5
21206;32873;2788977;-23.6823;-46.653290000000005;UBS VILA IMPERIO DRA GILDA TERA TAHIRA;NESTOR SAMPAIO PENTEADO;S/N;AMERICANOPOLIS;(11) 5624-6797;4409060.0;SP;São Paulo;2016;5
21451;32872;2788799;-23.673723936080197;-46.666381359099;UBS V CONSTANCIA VICENTE OCTAVIO GUIDA;RUA HERMENEGILDO MARTINI;S/N;VILA DO CASTELO;(11)5678-7444;4438280.0;SP;São Paulo;2016;5
21464;32818;2074079;-23.60581;-46.503370000000004;UBS TEOTONIO VILELA;AVENIDA ARQ VILANOVA ARTIGAS;1071;LAR NACIONAL;(11) 2704-1383;3928240.0;SP;São Paulo;2016;5
24036;35788;3996115;-23.5831282;-46.7518265;UBS SAO JORGE CIDADE ADEMAR;AV EDUARDO PEREIRA RAMOS;810;JARDIM SAO JORGE;(011) 5611 3527;4432000.0;SP;São Paulo;2016;5
24051;35729;2788403;-23.6327;-46.7351;UBS PQ RESIDENCIAL COCAIA INDEPENDENTE;RUA FELINTO MILANEZ;26;PQ RESIDENCIAL COCAI;(11)59310209;4849040.0;SP;São Paulo;2016;5
24074;35754;3359131;-23.5904;-46.5714;UBS VILA PRUDENTE;PCA CENTENARIO DE VILA PRUDENTE;108;VILA PRUDENTE;(11) 2272-5763;3132050.0;SP;São Paulo;2016;5
24144;35722;2766000;-23.69539;-46.65931;UBS MAR PAULISTA;MATSUISHI WADA;393;BALN MAR PAULISTA;(11)5616-9406;4463060.0;SP;São Paulo;2016;5
24228;35870;6683991;-23.6898924;-46.654844;UBS JARDIM SELMA CIDADE ADEMAR;RUA PEDRO FERNANDES ARAGAO;305;JARDIM SELMA;(11) 5611-6743;4431160.0;SP;São Paulo;2016;5
24570;36143;2787520;-23.448879718779803;-46.596171855925206;AMA UBS INTEGRADA JARDIM JOAMAR;RUA ADAUTO BEZERRA DELGADO;230;JARDIM JOAMAR;(11)22048387;2320110.0;SP;São Paulo;2016;5
26344;38295;2046962;-23.567386499999998;-46.57038318211271;UBS CIDADE PEDRO JOSE NUNES;RUA JOSE BARGAS;143;JD PEDRO JOSE NUNES;(11)2297-5453;8061020.0;SP;São Paulo;2016;5
26369;38389;2057271;-23.5039079189294;-46.38556480407579;UBS J CAMARGO NOVO;RUA GENERAL PEREIRA DE BERREDO;275;JAD CAMARGO NOVO;(11)2567-5959;8121260.0;SP;São Paulo;2016;5
