index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
31294;43110;2788527;-23.57835;-46.60536;AMA UBS INTEGRADA JD SAO FRANCISCO II;BANDEIRA DE ARACAMBI;704;J RODOLFO PIRANI;(11)27516712;8310010.0;SP;São Paulo;2016;5
31295;43072;2787970;-23.500626800000003;-46.4116784;UBS JARAGUA;RUA DOMINGUES VIDIGAL;97;CURUCA;2569-2027/2963-9276;8160350.0;SP;São Paulo;2016;5
31296;43063;2787733;-23.486580848693198;-46.39286041259629;UBS VILA ITAIM;RUA RIO MANUEL ALVES;182;ITAIM PAULISTA;(11)2581-3737;8190450.0;SP;São Paulo;2016;5
31299;42924;2774771;-23.5869383811944;-46.4066362380968;UBS CIDADE TIRADENTES LUIS MARANHAO;RUA DOS TEXTEIS;512;CIDADE TIRADENTES;(11)22820250;8490600.0;SP;São Paulo;2016;5
31302;43109;2788624;-23.521138429641;-46.3893628120409;UBS STA LUZIA;RUA CONJUNTO DA PAZ;39;JD MIRIAM;(11)25623532;8142360.0;SP;São Paulo;2016;5
31304;43081;2788128;-23.612430095671897;-46.6039395332323;UBS MOINHO VELHO II;RUA BELGRADO;323;MOINHO VELHO;(11) 22741059;4285041.0;SP;São Paulo;2016;5
31308;43054;2787318;-23.54531;-46.65155;UBS J COMERCIAL;RUA COSTA NOVA DO PRADO;92;JARDIM COMERCIAL;(11)58734880;5885190.0;SP;São Paulo;2016;5
31310;42925;2774798;-23.567386499999998;-46.57038318211271;UBS J COPA;RUA PONTE DE LUCENA;330;ITAQUERA;(11)25245020;8270340.0;SP;São Paulo;2016;5
31315;43075;2788004;-23.572701215743297;-46.761202812193496;UBS JOSE MARCILIO MALTA CARDOSO;RUA DR BERNARDO GUERTZENSTEIN;045;RIO PEQUENO;(11)37681569;5381020.0;SP;São Paulo;2016;5
31317;43090;2788292;-23.697971105574897;-46.6483569145189;AMA UBS INTEGRADA PQ DOROTEIA;RUA DOS ANIQUIS;3;JD SANTA TEREZINHA;(11) 5672-7444;4474000.0;SP;São Paulo;2016;5
31325;43099;2788489;-23.61467;-46.41902;UBS RECANTO VERDE DO SOL;R PEDRO RAMAZZANI;98;RECANTO VERDE SOL;(11)27343271;8381800.0;SP;São Paulo;2016;5
31329;43139;2789078;-23.688991069793;-46.6496658325182;AMA UBS INTEGRADA V MISSIONARIA;RUA RAINHA DAS MISSOES;515;VILA MISSIONARIA;(11) 5611-3439;4430010.0;SP;São Paulo;2016;5
31336;43035;2787156;-23.6318063735955;-46.6695356369005;UBS JD AEROPORTO DR MASSAKI UDIHARA;RUA VIEIRA DE MORAIS;1752;CAMPO BELO;(11)5542-9672;4617006.0;SP;São Paulo;2016;5
31344;43044;2787369;-23.546960000000002;-46.51157;UBS J ELIANE;RUA HENRY ARTHUR JONES;201;JARDIM ELIANA;(11)59315240;4851002.0;SP;São Paulo;2016;5
31346;43096;2788446;-23.61071;-46.60243;UBS PQ STA RITA;RUA JOSE PESSOTA;80;PRQ SANTA RITA;(11)2513-7109;8150020.0;SP;São Paulo;2016;5
31347;43149;2789248;-23.52922797203;-46.69526338577129;UBS V ROMANA;RUA VESPASIANO;679;VILA ROMANA;(11)36720911;5044050.0;SP;São Paulo;2016;5
31351;43089;2788268;-23.6327;-46.7351;UBS PARQUE ARARIBA;RUA FRANCISCO SOARES;81;JARDIM INGA;(11) 55115573;5774300.0;SP;São Paulo;2016;5
31352;43100;2788497;-23.58079;-46.629090000000005;UBS REUNIDAS II;ESTRADA CASA GRANDE;1258;VILA UNIAO;(11) 2706-0555;3260000.0;SP;São Paulo;2016;5
31353;43012;2786842;-23.6356896;-46.763344599999996;UBS CAMPO LIMPO;RUA JORGE OZI;211;JARDIM CATANDUVA;(11)58411871;5767450.0;SP;São Paulo;2016;5
31355;43150;2789264;-23.579539999999998;-46.52847;UBS VILA TEREZINHA;RUA DOMINGOS FRANCISCO DE MEDEIROS;70;VILA TEREZINHA;(11)39212380;2854010.0;SP;São Paulo;2016;5
31356;43023;2786982;-23.5168;-46.403290000000005;UBS DOM JOAO NERY;EST DOM JOAO NERY;3260;JARDIM NAZARE;(11)2566-3624;8151000.0;SP;São Paulo;2016;5
31357;43079;2788098;-23.567386499999998;-46.57038318211271;UBS MATA VIRGEM;ESTRADA DA SAUDE;47;ELDORADO;(11)56734455;4476540.0;SP;São Paulo;2016;5
31359;43077;2788039;-23.5128;-46.404309999999995;UBS LARANJEIRAS;RUA DENIS FURTEL;108;LARANJEIRAS;(11) 5673-6181;4476145.0;SP;São Paulo;2016;5
31360;43070;2787946;-23.567386499999998;-46.57038318211271;UBS JARDIM VISTA ALEGRE;RUA IBIRAIARAS;21;BRASILANDIA;(11)39831197;2878080.0;SP;São Paulo;2016;5
31361;43056;2787547;-23.5144;-46.51698;UBS J KERALUX;RUA LUCAS GONCALVES;13;JARDIM KERALUX;(11)2546.6177;3828000.0;SP;São Paulo;2016;5
31362;43066;2787849;-23.50955;-46.398070000000004;UBS J SILVA TELLES;RUA JOSE ALEXANDRE MACHADO;541;ITAIM PAULISTA;2561-8034/2569-1731;8160460.0;SP;São Paulo;2016;5
31364;43098;2788470;-23.6099946498864;-46.7057347297655;UBS REAL PQ PAULO MANGABEIRA ALBERNAZ FILHO;RUA BARAO MELGACO;0339;REAL PARQUE;(11)37582329;5684030.0;SP;São Paulo;2016;5
31369;43005;2786710;-23.498446941375104;-46.677367687224;UBS D ADELAIDE LOPES;AVENIDA CLAVASIO ALVES DA SILVA;683;LIMAO;39368370;2728030.0;SP;São Paulo;2016;5
31370;43062;2787725;-23.49297;-46.445370000000004;UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;RUA JOSE MARIA ALVES DE DEUS;288;SAO MIGUEL PAULISTA;(11)2035-2406;8150350.0;SP;São Paulo;2016;5
31371;43024;2786990;-23.575229999999998;-46.52684;UBS DON LUCIANO BERGAMIM;ESTRADA DA LIGACAO;01;PONTE SECA;(011) 5978-6394;4891360.0;SP;São Paulo;2016;5
31372;42926;2774801;-23.4464657306664;-46.7492508888231;AMA UBS INTEGRADA JARDIM IPANEMA;RUA PEDRO RAVARA;11;JARAGUA;(11)39412119;5187000.0;SP;São Paulo;2016;5
31373;43103;2788306;-23.4776437282555;-46.5685772895799;UBS PQ EDU CHAVES;AV EDU CHAVES;1197;PQ EDU CHAVES;(11)22430052;2229001.0;SP;São Paulo;2016;5
31374;43085;2788187;-23.60803;-46.72282;UBS PARAISOPOLIS;RUA MELCHIOR GIOLA;80;PARAISOPOLIS;(11) 37445223;5664000.0;SP;São Paulo;2016;5
31379;43091;2788330;-23.567386499999998;-46.57038318211271;UBS PQ IMPERIAL MANOEL ANTONIO DA SILVA SARAGOCA;AV CECI;2249;VILA MONTE ALEGRE;(11) 5581-0426;4305000.0;SP;São Paulo;2016;5
31380;43038;2787202;-23.5367488861077;-46.4176011085497;UBS J AURORA;RUA CLAUDIO DA COSTA;54;GUAIANASES;( 11)20351671;8431160.0;SP;São Paulo;2016;5
31381;43118;2788721;-23.5350430011742;-46.536605358122394;UBS V ARICANDUVA;RUA ANTONIO LINDORO DA SILVA;284;VILA ARICANDUVA;(11)22948853;3506000.0;SP;São Paulo;2016;5
31382;43047;2787415;-23.567386499999998;-46.57038318211271;UBS JARDIM GUARANI;RUA SANTANA DO ARACUAI;160;BRASILANDIA;(11)39216385;2849130.0;SP;São Paulo;2016;5
31387;43033;2787121;-23.567386499999998;-46.57038318211271;UBS IGUACU;AV DO ORATORIO;6557;VILA INDUSTRIAL;(11) 2701-7213;3221300.0;SP;São Paulo;2016;5
31390;43071;2787954;-23.5830792;-46.406077;UBS J VITORIA;RUA LAGEDO;123;CIDADE TIRADENTES;(11)29642685;4846650.0;SP;São Paulo;2016;5
31394;43112;2788659;-23.50528;-46.46294;UBS THERSIO VENTURA;RUA ARRAIAL DE SANTA BARBARA;996;CID PEDRO JOSE NUNES;(11)2545-1026;8061360.0;SP;São Paulo;2016;5
31397;43013;2786893;-23.6910939216607;-46.640632152556;UBS CIDADE JULIA;RUA PASCOAL GRIECO;366;CIDADE JULIA;(11)56236669;4421150.0;SP;São Paulo;2016;5
31398;43017;2786915;-23.49297;-46.445370000000004;UBS CIDADE NOVA SAO MIGUEL;AVN MOACIR DANTAS ITAPICURU;1008;SAO MIGUEL PAULISTA;(11)2051-3560;8042212.0;SP;São Paulo;2016;5
31399;43141;2789132;-23.5927641391747;-46.6716814041124;UBS V OLIMPIA MAX PERLMAN;RUA JACQUES FELIX;499;VILA NOVA CONCEICAO;(11)38424849;4509001.0;SP;São Paulo;2016;5
31400;43051;2787466;-23.463318899999997;-46.6958899;UBS JARDIM ICARAI BRASILANDIA DR DANIEL ALVES GRANGEIRO;RUA ALMIR DEHAR;201;BRASILANDIA;(11)39218739;2846000.0;SP;São Paulo;2016;5
31401;43065;2787814;-23.817747831343898;-46.7054986953722;UBS JARDIM SAO NORBERTO;AVENIDA DOMENICO LANZETTI;S/N;SAO NORBERTO;5920-8977/ 5921-6640;4884210.0;SP;São Paulo;2016;5
31403;43032;2787105;-23.567386499999998;-46.57038318211271;UBS HORIZONTE AZUL;RUA ALBERGATI CAPACELLI;2200;HORIZONTE AZUL;(11)55173469;4963000.0;SP;São Paulo;2016;5
31407;43052;2787504;-23.506182432174;-46.5878677368151;UBS JARDIM JAPAO;R SOBRAL JUNIOR;452;VILA MARIA ALTA;(11)69542851;2130020.0;SP;São Paulo;2016;5
31408;43132;2789108;-23.567386499999998;-46.57038318211271;UBS V NOVA GALVAO;RUA ALPHEU LUIZ GASPARINI;116;VILA NOVA GALVAO;(11)22417366;2281110.0;SP;São Paulo;2016;5
31409;43136;2789035;-23.548000000000002;-46.636;UBS VILA MANGALOT;RUA PORTAO PRETO;220;SAO DOMINGOS;(11)39041292;5133004.0;SP;São Paulo;2016;5
31411;43086;2788209;-23.49297;-46.445370000000004;UBS PAULO FELDMAN NITRO OPERARIA;RUA CUMARU;14;SAO MIGUEL PAULISTA;(11)2956-6923;8010380.0;SP;São Paulo;2016;5
31412;43037;2787199;-23.53244;-46.54757;UBS J ARACATI;RUA FRANCISCO HOMEM DE EL REI;87;JARDIM ARACATI;(11) 58961027;4949070.0;SP;São Paulo;2016;5
31413;43015;2786885;-23.548000000000002;-46.636;UBS CHACARA INGLESA;RUA DA LIGACAO;95;CHACARA INGLESA;(11)38345985;5142120.0;SP;São Paulo;2016;5
31415;43058;2787644;-23.69475;-46.77855;UBS J NAKAMURA;RUA MANOEL VITOR DE JESUS;811;JARDIM NAKAMURA;(11)58985555;4942100.0;SP;São Paulo;2016;5
31417;43018;2786923;-23.5364699363702;-46.5034747123705;UBS CID PATRIARCA;RUA FREDERICO BROTERO;22;CIDADE PATRIARCA;(11)29581488;3552080.0;SP;São Paulo;2016;5
31418;43101;2788500;-23.5631954669946;-46.7485427856432;UBS RIO PEQUENO PAULO DE BARROS FRANCA;RUA PADRE FRANCISCO LIBERMANN;0318;RIO PEQUENO;(11)37689460;5353160.0;SP;São Paulo;2016;5
31419;43045;2787385;-23.53415;-46.39419;UBS J FANGANIELLO;RUA FRANCISCO NUNES CUBAS;60;LAJEADO;(11)25576698;8450460.0;SP;São Paulo;2016;5
31424;43080;2788101;-23.59451;-46.68464;UBS MILTON SANTOS;AV CECI;2249;PLANALTO PAULISTA;(11) 5581-0426;4065004.0;SP;São Paulo;2016;5
31425;42927;2774828;-23.518520593642503;-46.4924669265734;AMA UBS INTEGRADA J TRES MARIAS MAURICIO ZAMIJOVSKY;RUA BRENO ACCIOLI;19;VILA SAO FRANCISCO;(11)2280.4388;3676040.0;SP;São Paulo;2016;5
31427;43016;2786907;-23.554215431212697;-46.4652800559984;AMA UBS INTEGRADA CIDADE LIDER I;AV DR FRANCISCO MUNHOZ FILHO;379;CIDADE LIDER;(11)27411563;8280000.0;SP;São Paulo;2016;5
31431;43138;2789051;-23.492642641066798;-46.585185527800206;AMA UBS INTEGRADA VILA MEDEIROS;R EURICO SODRE;353;VILA MEDEIROS;(11)29815578;2215010.0;SP;São Paulo;2016;5
31435;43108;2788616;-23.58598;-46.766709999999996;UBS STA LUCIA;RUA CARMELO CALI;026;VILA SANTA LUCIA;(11)58985400;4940070.0;SP;São Paulo;2016;5
31438;43106;2788586;-23.567386499999998;-46.57038318211271;UBS SILMARYA REJANE MARCOLINO SOUZA;RUA EUVALDO AUGUSTO FREIRE;20;BRASILANDIA;(11)39231520;2855030.0;SP;São Paulo;2016;5
31441;42923;2774763;-23.6301233;-46.7733128;UBS ARRASTAO FRANCISCO SCALAMANDRE SOBRINHO;RUA DOUTOR JOVIANO PACHECO AGUIRRE;255;CAMPO LIMPO;(11) 58412654;5788290.0;SP;São Paulo;2016;5
31447;43069;2787962;-23.548000000000002;-46.636;UBS JACANA;RUA SAO GERALDINO;222;V CONSTANCIA;(11)22400065;2258220.0;SP;São Paulo;2016;5
31448;43040;2787237;-23.50028;-46.4141557;UBS J CAMPOS;RUA CRESCENTE;97;ITAIM PAULISTA;2035-4922/3808-2655;8160080.0;SP;São Paulo;2016;5
31449;43061;2787717;-23.5246038436883;-46.4179229736315;UBS J ROBRU GUAIANAZES;AV NORDESTINA;5593;GUAIANAZES;(11)20351860;8431410.0;SP;São Paulo;2016;5
31450;43119;2788748;-23.6806762218468;-46.6863369941698;UBS V ARRIETE DECIO PACHECO PEDROSO;RUA JULIETA DE ARAUJO ALMEIDA;44;JAD ARAUJO ALMEIDA;(11)5611 4046;4445010.0;SP;São Paulo;2016;5
31458;43025;2787008;-23.567386499999998;-46.57038318211271;UBS DOMINGOS MANTELLI;RUA POVOADO DO RIO NOVO;1778;PIRITUBA;(11)39743829;2956020.0;SP;São Paulo;2016;5
31460;43043;2787296;-23.548000000000002;-46.636;UBS JARDIM COLONIAL;JOSE RODRIGUES SANTAREN AV;0464;JARDIM COLONIAL;(11)29190554;3968010.0;SP;São Paulo;2016;5
31462;43107;2788608;-23.567386499999998;-46.57038318211271;UBS STA INES;RUA FREI FIDELIS MOTA;1001;PRQ CRUZEIRO DO SUL;(11)2297-9669;8070130.0;SP;São Paulo;2016;5
31467;43073;2787989;-23.50955;-46.398070000000004;UBS J INDAIA;RUA ANTONIO LEME DA GUERRA;182;ITAIM PAULISTA;(11)2561-7904;8141130.0;SP;São Paulo;2016;5
31469;42854;2766019;-23.5300863;-46.397169700000006;UBS PRIMEIRO DE OUTUBRO;TRAVESSA ACUCENA DO BREJO;16;VILA LOURDES;(11)20358010;8452590.0;SP;São Paulo;2016;5
31471;43055;2787539;-23.66938;-46.74;UBS J KAGOHARA;RUA DOS TEMAS;25;JARDIM KAGOHARA;(11) 58985353;4938000.0;SP;São Paulo;2016;5
31473;43082;2788136;-23.548000000000002;-46.636;UBS MOINHO VELHO;PRACA DOMINGOS COELHO;5;PIRITUBA;(11)39767601;2933180.0;SP;São Paulo;2016;5
31476;43151;2789272;-23.548000000000002;-46.636;UBS VILA ZATT;RUA MONSENHOR MANOEL GOMES;77;VILA ZATT;(11)39752116;2975120.0;SP;São Paulo;2016;5
31477;43156;2789299;-23.65275;-46.60556;UBS VARGINHA;R HENRIQUE MUZZIO;383;VARGINHA;(11)55272709;4857040.0;SP;São Paulo;2016;5
31481;43143;2789159;-23.546789999999998;-46.6888;UBS FATIMA DE JESUS VIANA ROSA;RUA URUPEVA;219;VILA PENTEADO;(11)38518201;2866080.0;SP;São Paulo;2016;5
31482;43130;2788926;-23.548000000000002;-46.636;UBS V GRANADA ALFREDO F PAULINO FILHO;R MADALENA JULIA;60;VILA GRANADA;(11)29571194;3660010.0;SP;São Paulo;2016;5
31483;43097;2788454;-23.567386499999998;-46.57038318211271;AMA UBS INTEGRADA PQ STO ANTONIO;RUA MANOEL BORDALO PINHEIRO;100;PARQUE SANTO ANTONIO;(11)55114249;5850230.0;SP;São Paulo;2016;5
31486;43144;2789167;-23.548000000000002;-46.636;AMA UBS INTEGRADA VILA PEREIRA BARRETO;RUA DOM MANOEL D EL BOUK;76;JARDIM SAO JOSE;(11)39778098;2932110.0;SP;São Paulo;2016;5
31487;43048;2787423;-23.567386499999998;-46.57038318211271;UBS J GUARUJA;RUA JOAO DE ALMADA;25;J GUARUJA;(11)58735089;5875300.0;SP;São Paulo;2016;5
31489;43041;2787261;-23.6356896;-46.763344599999996;UBS JARDIM CIDADE PIRITUBA;RUA COMENDADOR FEIZ ZARZUR;640;JARDIM CIDADE PIRITU;(11)39748210;2942000.0;SP;São Paulo;2016;5
31490;43155;2789205;-23.64852;-46.75611;AMA UBS INTEGRADA VILA PREL ANTONIO BERNARDES DE OLIVEIRA;RUA THEREZA MAIA PINTO;11;VILA PREL;(11) 55111630;5780390.0;SP;São Paulo;2016;5
31499;43039;2787229;-23.7716138362878;-46.712751388548405;UBS JARDIM CAMPINAS;RUA DAS PLEIADES;S/N;JARDIM MARIA AMALIA;5527-3460/5527-2000;4858550.0;SP;São Paulo;2016;5
31500;43026;2787024;-23.567386499999998;-46.57038318211271;AMA UBS INTEGRADA ELISIO TEIXEIRA LEITE;RUA JOAO AMADO COUTINHO;400;JARAGUA;(11)3972-0333;2815000.0;SP;São Paulo;2016;5
31501;43093;2788365;-23.51705;-46.56763;AMA UBS INTEGRADA PQ NOVO STO AMARO;RUA PORTA DO PRADO;18;PQ NOVO STO AMARO;(11)58311448;5874130.0;SP;São Paulo;2016;5
31503;43006;2786729;-23.520985;-46.4734378;UBS AE CARVALHO;RUA JAPANI;7;CIDADE AE CARVALHO;(11)22802373;8220130.0;SP;São Paulo;2016;5
31506;43049;2787431;-23.548000000000002;-46.636;UBS J HELIAN;RUA CARMEM CARDOSO BORDINI;184;JARDIM HELIAN;(11)25217615;8265090.0;SP;São Paulo;2016;5
31509;43053;2787512;-23.5947811603539;-46.7516541481005;UBS JD JAQUELINE;RUA BONIFACIO VERONESE;010;JARDIM JAQUELINE;(11)37511665;5529060.0;SP;São Paulo;2016;5
31511;43010;2786788;-23.54309;-46.673359999999995;UBS BARRO BRANCO;RUA EDUARDO REUTER;678;COHAB BARRO BRANCO I;(11)29648826;8473533.0;SP;São Paulo;2016;5
31514;43105;2788578;-23.604394197463304;-46.6545152664171;UBS INDIANOPOLIS SIGMUND FREUD;AV INDIANOPOLIS;650;INDIANOPOLIS;(11) 50542851;4062001.0;SP;São Paulo;2016;5
31515;43074;2787997;-23.567386499999998;-46.57038318211271;UBS JORDANOPOLIS;RUA JANGADA NOVA;75;JORDANOPOLIS;(11)59736400;4830200.0;SP;São Paulo;2016;5
31519;43014;2786877;-23.5791492462151;-46.715176105497896;UBS CAXINGUI NANCI ABRANCHES;RUA LADISLAU ROMAN;0410;CAXINGUI;(11) 37224686;5515030.0;SP;São Paulo;2016;5
31520;43128;2788861;-23.527178764342604;-46.528129577635404;UBS V ESPERANCA DR CASSIO BITTENCOURT FILHO;RUA MARIA CARLOTA;631;VILA ESPERANCA;(11)29576630;3647000.0;SP;São Paulo;2016;5
31523;43140;2789124;-23.606820000000003;-46.53132;UBS V NOVA YORK;R DR EDGARD MAGALHAES NORONHA;200;VILA NOVA YORK;(11)67212707;3480000.0;SP;São Paulo;2016;5
31551;43378;3016935;-23.567386499999998;-46.57038318211271;UBS JARDIM BANDEIRANTES;RUA PACHECO ARANHA;04;GUAIANASES;(11)25575273;8450410.0;SP;São Paulo;2016;5
31578;43319;3004341;-23.567386499999998;-46.57038318211271;UBS STO ESTEVAO CARMOSINA;RUA CACHOEIRA DA ILHA;355;ITAQUERA;(11)25230577;8270110.0;SP;São Paulo;2016;5
31651;43530;3074544;-23.567386499999998;-46.57038318211271;UBS JD SAO CARLOS CIDADE ADEMAR;RUA CLAUDIA MUZIO;163;J SAO CARLOS;(11)56219200;4429280.0;SP;São Paulo;2016;5
31730;43282;2819856;-23.49297;-46.445370000000004;UBS UNIAO DE VILA NOVA;RUA RIO CINCO VOLTAS;205;SAO MIGUEL PAULISTA;(11)2037-7779;8072180.0;SP;São Paulo;2016;5
31731;43298;2825767;-23.567386499999998;-46.57038318211271;UBS J STA MARGARIDA;RUA CAPAO REDONDO;175;J STA MARGARIDA;(11)58925799;4931100.0;SP;São Paulo;2016;5
31828;43275;2815451;-23.6761789;-46.7500771;AMA UBS INTEGRADA PQ FIGUEIRA GRANDE;RUA DANIEL KLEIN;211;PQ FIGUEIRA GRANDE;(11)55146609;4915170.0;SP;São Paulo;2016;5
31840;43491;3049213;-23.567386499999998;-46.57038318211271;UBS CHACARA STA MARIA;RUA CICLADES;250;CHACARA SANTA MARIA;(11) 51806060;5876040.0;SP;São Paulo;2016;5
31846;43309;3002543;-23.55773;-46.6465;UBS J PARANAPANEMA;RUA PIETRO DA MILANO;100;VILA SANTO AMARO;(11) 58334282;5875360.0;SP;São Paulo;2016;5
31860;43314;3002926;-23.56462;-46.39715;UBS PREF CELSO AUGUSTO DANIEL;RUA JORGE MARACCINI PONFILIO;210;COHAB JUSCELINO;(11)25567997;8465050.0;SP;São Paulo;2016;5
31871;43555;3105504;-23.4067;-46.7554;UBS RECANTO DOS HUMILDES;RUA PAVAO;36;PERUS;(11)39175870;5210000.0;SP;São Paulo;2016;5
31909;43560;3121135;-23.58308;-46.406079999999996;UBS GRAFICOS;RUA FRANCISCO JOSE VIANA;708;CIDADE TIRADENTES;(11)22855685;8471530.0;SP;São Paulo;2016;5
31911;43274;2815273;-23.459;-46.58664;UBS ZUMBI DOS PALMARES;R HUMBERTO DE ALMEIDA;279;CHACARA SANTANA;(11)58972564;5831000.0;SP;São Paulo;2016;5
31933;43997;3614948;-23.56152;-46.656009999999995;UBS LUAR DO SERTAO;RUA LUAR DO SERTAO;980;CHACARA STA MARIA;( 11) 58719484;5879450.0;SP;São Paulo;2016;5
32048;43893;3503488;-23.537821769713698;-46.7223429679857;UBS ALTO DE PINHEIROS;AVN QUEIROZ FILHO;0313;V LE0POLDINA;30227074;5319000.0;SP;São Paulo;2016;5
32106;43713;3323331;-23.4192359447472;-46.59046411514149;UBS JARDIM DAS PEDRAS;RUA CLOVIS SALGADO;220;JARDIM DAS PEDRAS;(11)29922494;2267020.0;SP;São Paulo;2016;5
32151;43763;3385264;-23.60455;-46.5937;UBS ALMIRANTE DELAMARE;RUA ALMIRANTE MARIATH;62;HELIOPOLIS;(11)2062-8018;4218040.0;SP;São Paulo;2016;5
32175;43631;3219887;-23.49796;-46.42624;UBS CDHU PALANQUE;RUA PONTE DA AMIZADE;02;JARDIM PALANQUE;1127362573;8375000.0;SP;São Paulo;2016;5
32252;43847;3469042;-23.55842;-46.64134;UBS SANTO ELIAS;RUA FABIO DE ALMEDIA MAGALHAES;494;JD SANTO ELIAS;(11)39040016;5135370.0;SP;São Paulo;2016;5
32260;43833;3452689;-23.6745071411126;-46.6867017745958;UBS CAMPO GRANDE;RUA LIBANIO;13;CAMPO GRANDE;(11)56313181;4679430.0;SP;São Paulo;2016;5
32296;43630;3219771;-23.56693;-46.65417;UBS JD DA CONQUISTA II;TRAV SOMOS TODOS IGUAIS;0915;JARDIM DA CONQUISTA;(11)2253-9547;8343000.0;SP;São Paulo;2016;5
32411;44254;3956954;-23.567386499999998;-46.57038318211271;UBS PARAISOPOLIS II;RUA PASQUALE GUALUPI;951;PARAISOPOLIS;(11) 35019031;5660000.0;SP;São Paulo;2016;5
32429;44398;4049942;-23.5477244853967;-46.430454254149;UBS JD SAO PEDRO FRANCISCO ANTONIO CESARONI;RUA SILVIANOPOLIS;370;JARDIM SAO PEDRO;(11)25578938;8420680.0;SP;São Paulo;2016;5
32499;44059;3708411;-23.51016;-46.74613;AMA UBS INTEGRADA VILA CLARA;RUA ROLANDO CURTI;701;VILA CLARA;0XX11 5623-6883;4414000.0;SP;São Paulo;2016;5
32500;44397;4049934;-23.47948;-46.42194;AMA UBS INTEGRADA JARDIM HELENA;AVENIDA KUMAKI AOKI;785;JARDIM HELENA;(11)2581-1661;8090370.0;SP;São Paulo;2016;5
32509;44072;3738604;-23.567386499999998;-46.57038318211271;AMA UBS INTEGRADA PARQUE MARIA DOMITILA;AVENIDA DO ANASTACIO;2421;PQ MARIA DOMITILA;1139034825;5119000.0;SP;São Paulo;2016;5
32518;44253;3956946;-23.567386499999998;-46.57038318211271;UBS JARDIM OLINDA;RUA CANORI;190;JARDIM OLINDA;(11) 58461788;5765170.0;SP;São Paulo;2016;5
